k-path	energy(ev)
0.185	-1.22013
0.185	-1.21495
0.185	-1.21284
0.185	-1.20752
0.185	-1.20215
0.185	-1.19679
0.185	-1.19444
0.185	-1.18895
0.185	-1.18372
0.185	-1.17824
0.185	-1.1756
0.185	-1.17001
0.185	-1.16493
0.185	-1.15936
0.185	-1.15644
0.185	-1.15078
0.185	-1.14588
0.185	-1.14028
0.185	-1.13706
0.185	-1.13138
0.185	-1.12668
0.185	-1.12109
0.185	-1.11755
0.185	-1.11191
0.185	-1.10743
0.185	-1.10192
0.185	-1.09805
0.185	-1.0925
0.185	-1.08826
0.185	-1.08287
0.185	-1.07866
0.185	-1.07326
0.185	-1.06929
0.185	-1.06407
0.185	-1.05953
0.185	-1.05433
0.185	-1.05064
0.185	-1.04564
0.185	-1.04077
0.185	-1.03583
0.185	-1.03244
0.185	-1.02773
0.185	-1.02254
0.185	-1.01791
0.185	-1.01484
0.185	-1.01046
0.185	-1.00497
0.185	-1.00071
0.185	-0.997968
0.185	-0.993964
0.185	-0.98821
0.185	-0.984363
0.185	-0.981965
0.185	-0.97838
0.185	-0.972414
0.185	-0.96902
0.185	-0.96697
0.185	-0.963836
0.185	-0.957732
0.185	-0.954823
0.185	-0.953118
0.185	-0.950458
0.185	-0.944313
0.185	-0.941909
0.185	-0.940541
0.185	-0.938363
0.185	-0.932305
0.185	-0.93041
0.185	-0.929361
0.185	-0.927661
0.185	-0.92185
0.185	-0.920447
0.185	-0.919691
0.185	-0.918446
0.185	-0.913082
0.185	-0.912133
0.185	-0.911633
0.185	-0.910799
0.185	-0.90612
0.185	-0.905561
0.185	-0.905273
0.185	-0.904786
0.185	-0.901066
0.185	-0.900809
0.185	-0.900679
0.185	-0.900456
0.185	-0.898001
0.185	-0.897935
0.185	-0.897902
0.185	-0.897845
0.185	-0.811666
0.185	0.811666
0.185	0.897845
0.185	0.897902
0.185	0.897935
0.185	0.898001
0.185	0.900456
0.185	0.900679
0.185	0.900809
0.185	0.901066
0.185	0.904786
0.185	0.905273
0.185	0.905561
0.185	0.90612
0.185	0.910799
0.185	0.911633
0.185	0.912133
0.185	0.913082
0.185	0.918446
0.185	0.919691
0.185	0.920447
0.185	0.92185
0.185	0.927661
0.185	0.929361
0.185	0.93041
0.185	0.932305
0.185	0.938363
0.185	0.940541
0.185	0.941909
0.185	0.944313
0.185	0.950458
0.185	0.953118
0.185	0.954823
0.185	0.957732
0.185	0.963836
0.185	0.96697
0.185	0.96902
0.185	0.972414
0.185	0.97838
0.185	0.981965
0.185	0.984363
0.185	0.98821
0.185	0.993964
0.185	0.997968
0.185	1.00071
0.185	1.00497
0.185	1.01046
0.185	1.01484
0.185	1.01791
0.185	1.02254
0.185	1.02773
0.185	1.03244
0.185	1.03583
0.185	1.04077
0.185	1.04564
0.185	1.05064
0.185	1.05433
0.185	1.05953
0.185	1.06407
0.185	1.06929
0.185	1.07326
0.185	1.07866
0.185	1.08287
0.185	1.08826
0.185	1.0925
0.185	1.09805
0.185	1.10192
0.185	1.10743
0.185	1.11191
0.185	1.11755
0.185	1.12109
0.185	1.12668
0.185	1.13138
0.185	1.13706
0.185	1.14028
0.185	1.14588
0.185	1.15078
0.185	1.15644
0.185	1.15936
0.185	1.16493
0.185	1.17001
0.185	1.1756
0.185	1.17824
0.185	1.18372
0.185	1.18895
0.185	1.19444
0.185	1.19679
0.185	1.20215
0.185	1.20752
0.185	1.21284
0.185	1.21495
0.185	1.22013
0.185	1.22561
0.185	1.23074
0.185	1.2326
0.185	1.23757
0.185	1.24315
0.185	1.24804
0.185	1.24967
0.185	1.2544
0.185	1.26004
0.185	1.26466
0.185	1.26608
0.185	1.27053
0.185	1.27621
0.185	1.28053
0.185	1.28176
0.185	1.2859
0.185	1.2916
0.185	1.29558
0.185	1.29664
0.185	1.30045
0.185	1.30614
0.185	1.30976
0.185	1.31066
0.185	1.31411
0.185	1.31976
0.185	1.32301
0.185	1.32376
0.185	1.32684
0.185	1.33241
0.185	1.33527
0.185	1.33589
0.185	1.33858
0.185	1.34404
0.185	1.34651
0.185	1.347
0.185	1.34931
0.185	1.3546
0.185	1.35666
0.185	1.35705
0.185	1.35898
0.185	1.36404
0.185	1.36571
0.185	1.36601
0.185	1.36756
0.185	1.37232
0.185	1.37362
0.185	1.37384
0.185	1.37503
0.185	1.37941
0.185	1.38036
0.185	1.38051
0.185	1.38137
0.185	1.38527
0.185	1.3859
0.185	1.386
0.185	1.38657
0.185	1.38987
0.185	1.39024
0.185	1.39029
0.185	1.39062
0.185	1.39317
0.185	1.39334
0.185	1.39337
0.185	1.39352
0.185	1.39517
0.185	1.39521
0.185	1.39521
0.185	1.39525
0.185	1.4471
0.19	-1.43806
0.19	-1.38674
0.19	-1.38671
0.19	-1.3867
0.19	-1.38667
0.19	-1.38512
0.19	-1.38499
0.19	-1.38496
0.19	-1.38481
0.19	-1.38242
0.19	-1.38212
0.19	-1.38207
0.19	-1.38174
0.19	-1.37864
0.19	-1.37812
0.19	-1.37803
0.19	-1.37746
0.19	-1.37379
0.19	-1.37301
0.19	-1.37286
0.19	-1.37201
0.19	-1.36788
0.19	-1.3668
0.19	-1.36658
0.19	-1.36541
0.19	-1.36091
0.19	-1.35951
0.19	-1.35922
0.19	-1.3577
0.19	-1.35292
0.19	-1.35117
0.19	-1.35079
0.19	-1.34891
0.19	-1.34392
0.19	-1.34182
0.19	-1.34133
0.19	-1.33909
0.19	-1.33394
0.19	-1.33149
0.19	-1.33089
0.19	-1.32828
0.19	-1.32302
0.19	-1.32022
0.19	-1.31949
0.19	-1.31653
0.19	-1.3112
0.19	-1.30806
0.19	-1.30718
0.19	-1.30388
0.19	-1.29852
0.19	-1.29505
0.19	-1.29401
0.19	-1.29039
0.19	-1.28502
0.19	-1.28126
0.19	-1.28005
0.19	-1.27612
0.19	-1.27078
0.19	-1.26674
0.19	-1.26533
0.19	-1.26114
0.19	-1.25584
0.19	-1.25155
0.19	-1.24994
0.19	-1.2455
0.19	-1.24028
0.19	-1.23577
0.19	-1.23394
0.19	-1.22929
0.19	-1.22416
0.19	-1.21946
0.19	-1.21741
0.19	-1.21258
0.19	-1.20757
0.19	-1.20272
0.19	-1.20042
0.19	-1.19545
0.19	-1.19058
0.19	-1.18562
0.19	-1.18306
0.19	-1.178
0.19	-1.17328
0.19	-1.16826
0.19	-1.16542
0.19	-1.16031
0.19	-1.15577
0.19	-1.15072
0.19	-1.1476
0.19	-1.14248
0.19	-1.13815
0.19	-1.13312
0.19	-1.1297
0.19	-1.12462
0.19	-1.12051
0.19	-1.11555
0.19	-1.11183
0.19	-1.10684
0.19	-1.10297
0.19	-1.09813
0.19	-1.09409
0.19	-1.08925
0.19	-1.08563
0.19	-1.08096
0.19	-1.07662
0.19	-1.07197
0.19	-1.06862
0.19	-1.06416
0.19	-1.05952
0.19	-1.05512
0.19	-1.05206
0.19	-1.04786
0.19	-1.04293
0.19	-1.03882
0.19	-1.03606
0.19	-1.03216
0.19	-1.02698
0.19	-1.0232
0.19	-1.02075
0.19	-1.0172
0.19	-1.01179
0.19	-1.00839
0.19	-1.00626
0.19	-1.00309
0.19	-0.997507
0.19	-0.994512
0.19	-0.992699
0.19	-0.989933
0.19	-0.984253
0.19	-0.981694
0.19	-0.980194
0.19	-0.977852
0.19	-0.972163
0.19	-0.970054
0.19	-0.968857
0.19	-0.966944
0.19	-0.961364
0.19	-0.959706
0.19	-0.958792
0.19	-0.957303
0.19	-0.951978
0.19	-0.950755
0.19	-0.950098
0.19	-0.94901
0.19	-0.944118
0.19	-0.943293
0.19	-0.942861
0.19	-0.942133
0.19	-0.937886
0.19	-0.937401
0.19	-0.937153
0.19	-0.936728
0.19	-0.933367
0.19	-0.933145
0.19	-0.933033
0.19	-0.932839
0.19	-0.930628
0.19	-0.930571
0.19	-0.930543
0.19	-0.930494
0.19	-0.849061
0.19	0.849061
0.19	0.930494
0.19	0.930543
0.19	0.930571
0.19	0.930628
0.19	0.932839
0.19	0.933033
0.19	0.933145
0.19	0.933367
0.19	0.936728
0.19	0.937153
0.19	0.937401
0.19	0.937886
0.19	0.942133
0.19	0.942861
0.19	0.943293
0.19	0.944118
0.19	0.94901
0.19	0.950098
0.19	0.950755
0.19	0.951978
0.19	0.957303
0.19	0.958792
0.19	0.959706
0.19	0.961364
0.19	0.966944
0.19	0.968857
0.19	0.970054
0.19	0.972163
0.19	0.977852
0.19	0.980194
0.19	0.981694
0.19	0.984253
0.19	0.989933
0.19	0.992699
0.19	0.994512
0.19	0.997507
0.19	1.00309
0.19	1.00626
0.19	1.00839
0.19	1.01179
0.19	1.0172
0.19	1.02075
0.19	1.0232
0.19	1.02698
0.19	1.03216
0.19	1.03606
0.19	1.03882
0.19	1.04293
0.19	1.04786
0.19	1.05206
0.19	1.05512
0.19	1.05952
0.19	1.06416
0.19	1.06862
0.19	1.07197
0.19	1.07662
0.19	1.08096
0.19	1.08563
0.19	1.08925
0.19	1.09409
0.19	1.09813
0.19	1.10297
0.19	1.10684
0.19	1.11183
0.19	1.11555
0.19	1.12051
0.19	1.12462
0.19	1.1297
0.19	1.13312
0.19	1.13815
0.19	1.14248
0.19	1.1476
0.19	1.15072
0.19	1.15577
0.19	1.16031
0.19	1.16542
0.19	1.16826
0.19	1.17328
0.19	1.178
0.19	1.18306
0.19	1.18562
0.19	1.19058
0.19	1.19545
0.19	1.20042
0.19	1.20272
0.19	1.20757
0.19	1.21258
0.19	1.21741
0.19	1.21946
0.19	1.22416
0.19	1.22929
0.19	1.23394
0.19	1.23577
0.19	1.24028
0.19	1.2455
0.19	1.24994
0.19	1.25155
0.19	1.25584
0.19	1.26114
0.19	1.26533
0.19	1.26674
0.19	1.27078
0.19	1.27612
0.19	1.28005
0.19	1.28126
0.19	1.28502
0.19	1.29039
0.19	1.29401
0.19	1.29505
0.19	1.29852
0.19	1.30388
0.19	1.30718
0.19	1.30806
0.19	1.3112
0.19	1.31653
0.19	1.31949
0.19	1.32022
0.19	1.32302
0.19	1.32828
0.19	1.33089
0.19	1.33149
0.19	1.33394
0.19	1.33909
0.19	1.34133
0.19	1.34182
0.19	1.34392
0.19	1.34891
0.19	1.35079
0.19	1.35117
0.19	1.35292
0.19	1.3577
0.19	1.35922
0.19	1.35951
0.19	1.36091
0.19	1.36541
0.19	1.36658
0.19	1.3668
0.19	1.36788
0.19	1.37201
0.19	1.37286
0.19	1.37301
0.19	1.37379
0.19	1.37746
0.19	1.37803
0.19	1.37812
0.19	1.37864
0.19	1.38174
0.19	1.38207
0.19	1.38212
0.19	1.38242
0.19	1.38481
0.19	1.38496
0.19	1.38499
0.19	1.38512
0.19	1.38667
0.19	1.3867
0.19	1.38671
0.19	1.38674
0.19	1.43806
0.195	-1.4292
0.195	-1.37887
0.195	-1.37884
0.195	-1.37884
0.195	-1.3788
0.195	-1.37737
0.195	-1.37725
0.195	-1.37723
0.195	-1.37709
0.195	-1.37487
0.195	-1.3746
0.195	-1.37455
0.195	-1.37425
0.195	-1.37137
0.195	-1.3709
0.195	-1.37081
0.195	-1.3703
0.195	-1.36688
0.195	-1.36618
0.195	-1.36603
0.195	-1.36526
0.195	-1.36141
0.195	-1.36044
0.195	-1.36023
0.195	-1.35917
0.195	-1.35497
0.195	-1.35371
0.195	-1.35342
0.195	-1.35205
0.195	-1.34758
0.195	-1.34601
0.195	-1.34563
0.195	-1.34394
0.195	-1.33927
0.195	-1.33738
0.195	-1.3369
0.195	-1.33488
0.195	-1.33006
0.195	-1.32785
0.195	-1.32726
0.195	-1.32491
0.195	-1.31999
0.195	-1.31746
0.195	-1.31674
0.195	-1.31407
0.195	-1.30909
0.195	-1.30626
0.195	-1.3054
0.195	-1.30242
0.195	-1.29741
0.195	-1.29429
0.195	-1.29327
0.195	-1.29
0.195	-1.285
0.195	-1.2816
0.195	-1.28042
0.195	-1.27688
0.195	-1.2719
0.195	-1.26826
0.195	-1.26689
0.195	-1.2631
0.195	-1.25818
0.195	-1.25431
0.195	-1.25275
0.195	-1.24875
0.195	-1.2439
0.195	-1.23984
0.195	-1.23807
0.195	-1.23388
0.195	-1.22913
0.195	-1.2249
0.195	-1.22291
0.195	-1.21856
0.195	-1.21394
0.195	-1.20958
0.195	-1.20735
0.195	-1.20289
0.195	-1.19841
0.195	-1.19395
0.195	-1.19148
0.195	-1.18694
0.195	-1.18261
0.195	-1.17811
0.195	-1.17537
0.195	-1.17079
0.195	-1.16664
0.195	-1.16212
0.195	-1.15913
0.195	-1.15455
0.195	-1.15059
0.195	-1.1461
0.195	-1.14283
0.195	-1.1383
0.195	-1.13456
0.195	-1.13013
0.195	-1.12658
0.195	-1.12214
0.195	-1.11863
0.195	-1.11432
0.195	-1.11049
0.195	-1.10618
0.195	-1.10292
0.195	-1.09877
0.195	-1.09466
0.195	-1.09053
0.195	-1.08753
0.195	-1.08357
0.195	-1.0792
0.195	-1.0753
0.195	-1.07256
0.195	-1.06885
0.195	-1.06423
0.195	-1.06059
0.195	-1.05814
0.195	-1.0547
0.195	-1.04985
0.195	-1.04652
0.195	-1.04435
0.195	-1.04123
0.195	-1.03619
0.195	-1.0332
0.195	-1.03132
0.195	-1.02854
0.195	-1.02337
0.195	-1.02074
0.195	-1.01915
0.195	-1.01673
0.195	-1.01149
0.195	-1.00925
0.195	-1.00795
0.195	-1.0059
0.195	-1.00068
0.195	-0.998838
0.195	-0.997798
0.195	-0.99613
0.195	-0.991032
0.195	-0.989592
0.195	-0.988801
0.195	-0.987505
0.195	-0.982663
0.195	-0.981604
0.195	-0.981038
0.195	-0.980092
0.195	-0.975666
0.195	-0.974953
0.195	-0.974582
0.195	-0.97395
0.195	-0.970124
0.195	-0.969706
0.195	-0.969493
0.195	-0.969126
0.195	-0.96611
0.195	-0.965919
0.195	-0.965823
0.195	-0.965656
0.195	-0.963679
0.195	-0.96363
0.195	-0.963606
0.195	-0.963564
0.195	-0.887222
0.195	0.887222
0.195	0.963564
0.195	0.963606
0.195	0.96363
0.195	0.963679
0.195	0.965656
0.195	0.965823
0.195	0.965919
0.195	0.96611
0.195	0.969126
0.195	0.969493
0.195	0.969706
0.195	0.970124
0.195	0.97395
0.195	0.974582
0.195	0.974953
0.195	0.975666
0.195	0.980092
0.195	0.981038
0.195	0.981604
0.195	0.982663
0.195	0.987505
0.195	0.988801
0.195	0.989592
0.195	0.991032
0.195	0.99613
0.195	0.997798
0.195	0.998838
0.195	1.00068
0.195	1.0059
0.195	1.00795
0.195	1.00925
0.195	1.01149
0.195	1.01673
0.195	1.01915
0.195	1.02074
0.195	1.02337
0.195	1.02854
0.195	1.03132
0.195	1.0332
0.195	1.03619
0.195	1.04123
0.195	1.04435
0.195	1.04652
0.195	1.04985
0.195	1.0547
0.195	1.05814
0.195	1.06059
0.195	1.06423
0.195	1.06885
0.195	1.07256
0.195	1.0753
0.195	1.0792
0.195	1.08357
0.195	1.08753
0.195	1.09053
0.195	1.09466
0.195	1.09877
0.195	1.10292
0.195	1.10618
0.195	1.11049
0.195	1.11432
0.195	1.11863
0.195	1.12214
0.195	1.12658
0.195	1.13013
0.195	1.13456
0.195	1.1383
0.195	1.14283
0.195	1.1461
0.195	1.15059
0.195	1.15455
0.195	1.15913
0.195	1.16212
0.195	1.16664
0.195	1.17079
0.195	1.17537
0.195	1.17811
0.195	1.18261
0.195	1.18694
0.195	1.19148
0.195	1.19395
0.195	1.19841
0.195	1.20289
0.195	1.20735
0.195	1.20958
0.195	1.21394
0.195	1.21856
0.195	1.22291
0.195	1.2249
0.195	1.22913
0.195	1.23388
0.195	1.23807
0.195	1.23984
0.195	1.2439
0.195	1.24875
0.195	1.25275
0.195	1.25431
0.195	1.25818
0.195	1.2631
0.195	1.26689
0.195	1.26826
0.195	1.2719
0.195	1.27688
0.195	1.28042
0.195	1.2816
0.195	1.285
0.195	1.29
0.195	1.29327
0.195	1.29429
0.195	1.29741
0.195	1.30242
0.195	1.3054
0.195	1.30626
0.195	1.30909
0.195	1.31407
0.195	1.31674
0.195	1.31746
0.195	1.31999
0.195	1.32491
0.195	1.32726
0.195	1.32785
0.195	1.33006
0.195	1.33488
0.195	1.3369
0.195	1.33738
0.195	1.33927
0.195	1.34394
0.195	1.34563
0.195	1.34601
0.195	1.34758
0.195	1.35205
0.195	1.35342
0.195	1.35371
0.195	1.35497
0.195	1.35917
0.195	1.36023
0.195	1.36044
0.195	1.36141
0.195	1.36526
0.195	1.36603
0.195	1.36618
0.195	1.36688
0.195	1.3703
0.195	1.37081
0.195	1.3709
0.195	1.37137
0.195	1.37425
0.195	1.37455
0.195	1.3746
0.195	1.37487
0.195	1.37709
0.195	1.37723
0.195	1.37725
0.195	1.37737
0.195	1.3788
0.195	1.37884
0.195	1.37884
0.195	1.37887
0.195	1.4292
0.2	-1.42054
0.2	-1.37169
0.2	-1.37166
0.2	-1.37165
0.2	-1.37162
0.2	-1.37031
0.2	-1.3702
0.2	-1.37018
0.2	-1.37006
0.2	-1.36801
0.2	-1.36777
0.2	-1.36772
0.2	-1.36746
0.2	-1.3648
0.2	-1.36439
0.2	-1.36429
0.2	-1.36384
0.2	-1.36068
0.2	-1.36006
0.2	-1.35991
0.2	-1.35923
0.2	-1.35567
0.2	-1.3548
0.2	-1.3546
0.2	-1.35365
0.2	-1.34977
0.2	-1.34864
0.2	-1.34836
0.2	-1.34714
0.2	-1.34301
0.2	-1.3416
0.2	-1.34123
0.2	-1.33972
0.2	-1.3354
0.2	-1.33371
0.2	-1.33324
0.2	-1.33144
0.2	-1.32698
0.2	-1.325
0.2	-1.32443
0.2	-1.32233
0.2	-1.31777
0.2	-1.31552
0.2	-1.31482
0.2	-1.31243
0.2	-1.30782
0.2	-1.30529
0.2	-1.30445
0.2	-1.30179
0.2	-1.29716
0.2	-1.29438
0.2	-1.29339
0.2	-1.29047
0.2	-1.28585
0.2	-1.28281
0.2	-1.28167
0.2	-1.27851
0.2	-1.27392
0.2	-1.27066
0.2	-1.26934
0.2	-1.26596
0.2	-1.26143
0.2	-1.25798
0.2	-1.25648
0.2	-1.2529
0.2	-1.24845
0.2	-1.24483
0.2	-1.24313
0.2	-1.23939
0.2	-1.23504
0.2	-1.23128
0.2	-1.22936
0.2	-1.22549
0.2	-1.22127
0.2	-1.21739
0.2	-1.21526
0.2	-1.21128
0.2	-1.2072
0.2	-1.20324
0.2	-1.20088
0.2	-1.19684
0.2	-1.19291
0.2	-1.18891
0.2	-1.18631
0.2	-1.18224
0.2	-1.17848
0.2	-1.17448
0.2	-1.17163
0.2	-1.16757
0.2	-1.16401
0.2	-1.16003
0.2	-1.15693
0.2	-1.15292
0.2	-1.14956
0.2	-1.14565
0.2	-1.1423
0.2	-1.13838
0.2	-1.13524
0.2	-1.13143
0.2	-1.12783
0.2	-1.12404
0.2	-1.12113
0.2	-1.11747
0.2	-1.11362
0.2	-1.10999
0.2	-1.10732
0.2	-1.10385
0.2	-1.09977
0.2	-1.09634
0.2	-1.09393
0.2	-1.09067
0.2	-1.08637
0.2	-1.08319
0.2	-1.08103
0.2	-1.07802
0.2	-1.07354
0.2	-1.07063
0.2	-1.06873
0.2	-1.066
0.2	-1.06136
0.2	-1.05876
0.2	-1.05712
0.2	-1.05469
0.2	-1.04995
0.2	-1.04767
0.2	-1.04629
0.2	-1.04418
0.2	-1.0394
0.2	-1.03746
0.2	-1.03633
0.2	-1.03455
0.2	-1.02981
0.2	-1.02822
0.2	-1.02732
0.2	-1.02588
0.2	-1.02127
0.2	-1.02003
0.2	-1.01935
0.2	-1.01823
0.2	-1.01387
0.2	-1.01296
0.2	-1.01247
0.2	-1.01166
0.2	-1.00769
0.2	-1.00708
0.2	-1.00676
0.2	-1.00622
0.2	-1.0028
0.2	-1.00244
0.2	-1.00226
0.2	-1.00194
0.2	-0.999261
0.2	-0.999097
0.2	-0.999016
0.2	-0.998872
0.2	-0.997119
0.2	-0.997078
0.2	-0.997057
0.2	-0.997021
0.2	-0.92611
0.2	0.92611
0.2	0.997021
0.2	0.997057
0.2	0.997078
0.2	0.997119
0.2	0.998872
0.2	0.999016
0.2	0.999097
0.2	0.999261
0.2	1.00194
0.2	1.00226
0.2	1.00244
0.2	1.0028
0.2	1.00622
0.2	1.00676
0.2	1.00708
0.2	1.00769
0.2	1.01166
0.2	1.01247
0.2	1.01296
0.2	1.01387
0.2	1.01823
0.2	1.01935
0.2	1.02003
0.2	1.02127
0.2	1.02588
0.2	1.02732
0.2	1.02822
0.2	1.02981
0.2	1.03455
0.2	1.03633
0.2	1.03746
0.2	1.0394
0.2	1.04418
0.2	1.04629
0.2	1.04767
0.2	1.04995
0.2	1.05469
0.2	1.05712
0.2	1.05876
0.2	1.06136
0.2	1.066
0.2	1.06873
0.2	1.07063
0.2	1.07354
0.2	1.07802
0.2	1.08103
0.2	1.08319
0.2	1.08637
0.2	1.09067
0.2	1.09393
0.2	1.09634
0.2	1.09977
0.2	1.10385
0.2	1.10732
0.2	1.10999
0.2	1.11362
0.2	1.11747
0.2	1.12113
0.2	1.12404
0.2	1.12783
0.2	1.13143
0.2	1.13524
0.2	1.13838
0.2	1.1423
0.2	1.14565
0.2	1.14956
0.2	1.15292
0.2	1.15693
0.2	1.16003
0.2	1.16401
0.2	1.16757
0.2	1.17163
0.2	1.17448
0.2	1.17848
0.2	1.18224
0.2	1.18631
0.2	1.18891
0.2	1.19291
0.2	1.19684
0.2	1.20088
0.2	1.20324
0.2	1.2072
0.2	1.21128
0.2	1.21526
0.2	1.21739
0.2	1.22127
0.2	1.22549
0.2	1.22936
0.2	1.23128
0.2	1.23504
0.2	1.23939
0.2	1.24313
0.2	1.24483
0.2	1.24845
0.2	1.2529
0.2	1.25648
0.2	1.25798
0.2	1.26143
0.2	1.26596
0.2	1.26934
0.2	1.27066
0.2	1.27392
0.2	1.27851
0.2	1.28167
0.2	1.28281
0.2	1.28585
0.2	1.29047
0.2	1.29339
0.2	1.29438
0.2	1.29716
0.2	1.30179
0.2	1.30445
0.2	1.30529
0.2	1.30782
0.2	1.31243
0.2	1.31482
0.2	1.31552
0.2	1.31777
0.2	1.32233
0.2	1.32443
0.2	1.325
0.2	1.32698
0.2	1.33144
0.2	1.33324
0.2	1.33371
0.2	1.3354
0.2	1.33972
0.2	1.34123
0.2	1.3416
0.2	1.34301
0.2	1.34714
0.2	1.34836
0.2	1.34864
0.2	1.34977
0.2	1.35365
0.2	1.3546
0.2	1.3548
0.2	1.35567
0.2	1.35923
0.2	1.35991
0.2	1.36006
0.2	1.36068
0.2	1.36384
0.2	1.36429
0.2	1.36439
0.2	1.3648
0.2	1.36746
0.2	1.36772
0.2	1.36777
0.2	1.36801
0.2	1.37006
0.2	1.37018
0.2	1.3702
0.2	1.37031
0.2	1.37162
0.2	1.37165
0.2	1.37166
0.2	1.37169
0.2	1.42054
0.205	-1.41207
0.205	-1.36523
0.205	-1.36521
0.205	-1.3652
0.205	-1.36517
0.205	-1.36398
0.205	-1.36388
0.205	-1.36386
0.205	-1.36375
0.205	-1.36189
0.205	-1.36168
0.205	-1.36163
0.205	-1.3614
0.205	-1.35898
0.205	-1.35861
0.205	-1.35853
0.205	-1.35813
0.205	-1.35524
0.205	-1.35469
0.205	-1.35456
0.205	-1.35395
0.205	-1.3507
0.205	-1.34993
0.205	-1.34974
0.205	-1.34891
0.205	-1.34535
0.205	-1.34436
0.205	-1.34409
0.205	-1.34301
0.205	-1.33923
0.205	-1.33799
0.205	-1.33763
0.205	-1.3363
0.205	-1.33235
0.205	-1.33085
0.205	-1.3304
0.205	-1.32881
0.205	-1.32473
0.205	-1.32298
0.205	-1.32243
0.205	-1.32057
0.205	-1.31641
0.205	-1.31441
0.205	-1.31374
0.205	-1.31163
0.205	-1.30742
0.205	-1.30519
0.205	-1.30438
0.205	-1.30203
0.205	-1.2978
0.205	-1.29534
0.205	-1.29439
0.205	-1.29181
0.205	-1.2876
0.205	-1.28492
0.205	-1.28382
0.205	-1.28103
0.205	-1.27685
0.205	-1.27398
0.205	-1.27272
0.205	-1.26974
0.205	-1.26562
0.205	-1.26258
0.205	-1.26114
0.205	-1.25799
0.205	-1.25395
0.205	-1.25076
0.205	-1.24914
0.205	-1.24584
0.205	-1.24191
0.205	-1.23859
0.205	-1.23678
0.205	-1.23337
0.205	-1.22955
0.205	-1.22614
0.205	-1.22412
0.205	-1.22063
0.205	-1.21695
0.205	-1.21347
0.205	-1.21124
0.205	-1.20769
0.205	-1.20417
0.205	-1.20066
0.205	-1.19821
0.205	-1.19464
0.205	-1.19128
0.205	-1.18777
0.205	-1.1851
0.205	-1.18154
0.205	-1.17836
0.205	-1.17488
0.205	-1.17199
0.205	-1.16848
0.205	-1.16549
0.205	-1.16208
0.205	-1.15896
0.205	-1.15553
0.205	-1.15275
0.205	-1.14943
0.205	-1.14609
0.205	-1.14278
0.205	-1.14022
0.205	-1.13703
0.205	-1.13347
0.205	-1.13031
0.205	-1.12797
0.205	-1.12495
0.205	-1.12119
0.205	-1.11822
0.205	-1.11611
0.205	-1.11328
0.205	-1.10934
0.205	-1.10658
0.205	-1.1047
0.205	-1.1021
0.205	-1.098
0.205	-1.09548
0.205	-1.09384
0.205	-1.09148
0.205	-1.08726
0.205	-1.08501
0.205	-1.0836
0.205	-1.08151
0.205	-1.07721
0.205	-1.07525
0.205	-1.07406
0.205	-1.07225
0.205	-1.06793
0.205	-1.06627
0.205	-1.0653
0.205	-1.06378
0.205	-1.05951
0.205	-1.05815
0.205	-1.05739
0.205	-1.05615
0.205	-1.05202
0.205	-1.05097
0.205	-1.05039
0.205	-1.04943
0.205	-1.04555
0.205	-1.04477
0.205	-1.04436
0.205	-1.04366
0.205	-1.04014
0.205	-1.03962
0.205	-1.03935
0.205	-1.03889
0.205	-1.03587
0.205	-1.03557
0.205	-1.03542
0.205	-1.03515
0.205	-1.03278
0.205	-1.03264
0.205	-1.03258
0.205	-1.03245
0.205	-1.03092
0.205	-1.03088
0.205	-1.03086
0.205	-1.03083
0.205	-0.965684
0.205	0.965684
0.205	1.03083
0.205	1.03086
0.205	1.03088
0.205	1.03092
0.205	1.03245
0.205	1.03258
0.205	1.03264
0.205	1.03278
0.205	1.03515
0.205	1.03542
0.205	1.03557
0.205	1.03587
0.205	1.03889
0.205	1.03935
0.205	1.03962
0.205	1.04014
0.205	1.04366
0.205	1.04436
0.205	1.04477
0.205	1.04555
0.205	1.04943
0.205	1.05039
0.205	1.05097
0.205	1.05202
0.205	1.05615
0.205	1.05739
0.205	1.05815
0.205	1.05951
0.205	1.06378
0.205	1.0653
0.205	1.06627
0.205	1.06793
0.205	1.07225
0.205	1.07406
0.205	1.07525
0.205	1.07721
0.205	1.08151
0.205	1.0836
0.205	1.08501
0.205	1.08726
0.205	1.09148
0.205	1.09384
0.205	1.09548
0.205	1.098
0.205	1.1021
0.205	1.1047
0.205	1.10658
0.205	1.10934
0.205	1.11328
0.205	1.11611
0.205	1.11822
0.205	1.12119
0.205	1.12495
0.205	1.12797
0.205	1.13031
0.205	1.13347
0.205	1.13703
0.205	1.14022
0.205	1.14278
0.205	1.14609
0.205	1.14943
0.205	1.15275
0.205	1.15553
0.205	1.15896
0.205	1.16208
0.205	1.16549
0.205	1.16848
0.205	1.17199
0.205	1.17488
0.205	1.17836
0.205	1.18154
0.205	1.1851
0.205	1.18777
0.205	1.19128
0.205	1.19464
0.205	1.19821
0.205	1.20066
0.205	1.20417
0.205	1.20769
0.205	1.21124
0.205	1.21347
0.205	1.21695
0.205	1.22063
0.205	1.22412
0.205	1.22614
0.205	1.22955
0.205	1.23337
0.205	1.23678
0.205	1.23859
0.205	1.24191
0.205	1.24584
0.205	1.24914
0.205	1.25076
0.205	1.25395
0.205	1.25799
0.205	1.26114
0.205	1.26258
0.205	1.26562
0.205	1.26974
0.205	1.27272
0.205	1.27398
0.205	1.27685
